locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,hours_of_operation,co_brand
https://www.rmcf.com/UT/Tooele60053,"Tooele, UT (Cold Stone / RMCF)","1197 North Main Street, Suite E",Tooele,UT,84024,US,60053,4352280120,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/Tracy60003,"Tracy, CA (Cold Stone / RMCF)","1859 West 11th St., Ste C6",Tracy,CA,95376,US,60003,2098327461,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/OR/Troutdale50258,"Troutdale, OR","450 NW 257th Ave., Space 336",Troutdale,OR,97060,US,50258,5036657237,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/MI/Troy50409,"Troy, MI","2800 W. Big Beaver Rd., Space N-124",Troy,MI,48084-1454,US,50409,2488161454,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/WA/Tulalip50676,"Tulalip, WA","10600 Quilceda Blvd., Ste 622",Tulalip,WA,98271,US,50676,3607162400,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Tulare50413,"Tulare, CA","1413 Retherford Street, D163",Tulare,CA,93274,US,50413,5596871081,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/OK/Tulsa50831,"Tulsa, OK",10114 S. Sheridan Road,Tulsa,OK,74133,US,50831,9182997623,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/ID/TwinFalls60069,"Twin Falls, ID (Cold Stone / RMCF)",799 Cheney Drive Space A,Twin Falls,ID,83338,US,60069,2087364656,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/Vacaville50502,"Vacaville, CA","131 Nut Tree Road, Suite D",Vacaville,CA,95687,US,50502,7074531041,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CO/Vail50392,"Vail, CO",158 Gore Creek Drive,Vail,CO,81657,US,50392,9704767623,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/IN/Valparaiso60064,"Valparaiso, IN (Cold Stone / RMCF)",71 Silhavy Road Suite 161,Valparaiso,IN,46383,US,60064,2194763430,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/MS/Vicksburg50828,"Vicksburg, MS",4000 S. Frontage Road,Vicksburg,MS,39180,US,50828,6014560202,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CA/Victorville50629,"Victorville, CA","14400 Bear Valley Rd., Suite 801",Victorville,CA,92392,US,50629,7609621000,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NY/Webster60011,"Webster, NY (Cold Stone / RMCF)","1028 Ridge Road, Ste 127",Webster,NY,14580,US,60011,5856456445,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/CA/WestCovina50633,"West Covina, CA",1030 Plaza Dr.,West Covina,CA,91790,US,50633,6264727878,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/UT/WestJordan60036,"West Jordan, UT (Cold Stone / RMCF)",3781 W Center Park Dr,West Jordan,UT,84084,US,60036,8012803054,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/OH/Westlake50788,"Westlake, OH",204 Crocker Park Blvd.,Westlake,OH,44145,US,50788,4408992526,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/CO/Westminster50780,"Westminster, CO",14647 Delaware St. #1200,Westminster,CO,80023,US,50780,3039203400,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/KS/Wichita60079,"Wichita, KS (Cold Stone / RMCF)","2441 N. Maize Road, Suite 216",Wichita,KS,67205,US,60079,3167294245,<MISSING>,<MISSING>,<MISSING>,<MISSING>,Cold Stone Creamery
https://www.rmcf.com/IA/Williamsburg50513,"Williamsburg, IA",1991 OâDonnell Road Suite #102A,Williamsburg,IA,52361,US,50513,3196682931,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/NC/Winston-Salem50962,"Winston-Salem, NC","Hanes Mall, 3320 Silas Creek Parkway, Space AU 572",Winston-Salem,NC,27103,US,50962,3367606297,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
https://www.rmcf.com/OR/Woodburn50443,"Woodburn, OR","1001 Arney Road, Suite 409",Woodburn,OR,97071,US,50443,5039810008,<MISSING>,<MISSING>,<MISSING>,<MISSING>,N/A
