"city","country_code","hours_of_operation","latitude","location_name","location_type","locator_domain","longitude","page_url","phone","state","store_number","street_address","zip"
"Burgos","ES","<MISSING>","42.3181","ECI C.C.PARQUE BURGOS - SUC. 376","JACK & JONES","jackjones.com","-3.70427","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11483","Ctra. Madrid-Irún, Km236","09001"
"Kempele","FI","<MISSING>","64.8922","Kempele - Zeppelin","JACK & JONES","jackjones.com","25.5834","https://www.jackjones.com/nl/en/stores","358447713266","<MISSING>","10692","Zeppelinintie1","90450"
"Jena","DE","<MISSING>","50.9277","Jena - Goethestrasse","JACK & JONES","jackjones.com","11.5829","https://www.jackjones.com/nl/en/stores","493641231091","<MISSING>","10303","Goethestrasse3","07743"
"Göteborg","SE","<MISSING>","57.7216","Backaplan","JACK & JONES","jackjones.com","11.9516","https://www.jackjones.com/nl/en/stores","4631654040","<MISSING>","10417","Krokegårdsgatan5","417 30"
"Göteborg","SE","<MISSING>","57.7075","Nordstan Göteborg","JACK & JONES","jackjones.com","11.9695","https://www.jackjones.com/nl/en/stores","4631152550","<MISSING>","2707","Götgatan13","411 05"
"Göteborg","SE","<MISSING>","57.7049","BESTSELLER Showroom - Göteborg 2","JACK & JONES","jackjones.com","11.9623","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16536","Drottninggatan5","411 14"
"Siegen","DE","<MISSING>","50.8745","Siegen - City Galerie","JACK & JONES","jackjones.com","8.01568","https://www.jackjones.com/nl/en/stores","4927130381593","<MISSING>","3454","Am Bahnhof40","57072"
"Siegen","DE","<MISSING>","50.8743","Karstadt - CD1 - Fil.260 - Abt.241","JACK & JONES","jackjones.com","8.02295","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11678","Kölner Str.41","57072"
"Huelva","ES","<MISSING>","37.272","Huelva - Holea","JACK & JONES","jackjones.com","-6.91972","https://www.jackjones.com/nl/en/stores","34959533429","<MISSING>","5000","Ronda Exterior Zona Sur, s/n","21007"
"Huelva","ES","<MISSING>","37.2552","ECI C.C.COSTA LUZ - SUC. 380","JACK & JONES","jackjones.com","-6.94129","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11957","Av. Alcalde Federico Molina Orta,1","21003"
"Huelva","ES","<MISSING>","37.2553","ECI C.C.COSTA LUZ 878 - SUC. 380","JACK & JONES","jackjones.com","-6.94151","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","17454","Av. Alcalde Federico Molina Orta,1","21003"
"Roquetas de Mar","ES","<MISSING>","36.774","Almeria - Roquetas","JACK & JONES","jackjones.com","-2.61377","https://www.jackjones.com/nl/en/stores","34950338330","<MISSING>","3053","Parque Comercial Gra Plaza, local68 -69-70. Avenida Alicún s/n","04740"
"Regensburg","DE","<MISSING>","49.0184","Kaufhof - CD1 - Fil. 598 - Abt. 241","JACK & JONES","jackjones.com","12.0973","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15047","Neupfarrplatz8","93047"
"Regensburg","DE","<MISSING>","49.0109","Regensburg Arcade","JACK & JONES","jackjones.com","12.0992","https://www.jackjones.com/nl/en/stores","4994159579190","<MISSING>","4585","Friedenstr.23","93053"
"Regensburg","DE","<MISSING>","49.0266","KAUFHOF - 612 - REGENSBURG","JACK & JONES","jackjones.com","12.1164","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11906","Weichserweg5","93047"
"Cuxhaven","DE","<MISSING>","53.8621","Cuxhaven - Nordersteinstr.","JACK & JONES","jackjones.com","8.6987","https://www.jackjones.com/nl/en/stores","4947216987153","<MISSING>","4932","Nordersteinstr.32 /33","27472"
"Rovaniemi","FI","<MISSING>","66.5097","Rovaniemi","JACK & JONES","jackjones.com","25.7222","https://www.jackjones.com/nl/en/stores","358443636679","<MISSING>","10401","Sampokeskus0","96200"
"Genova (Ge)","IT","<MISSING>","44.4057","Coin Genova Teatro Margherita 553","JACK & JONES","jackjones.com","8.93995","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12909","V. XX Settembre16 /A","16121"
"Padova (Pd)","IT","<MISSING>","45.4089","Coin Padova 507","JACK & JONES","jackjones.com","11.8791","https://www.jackjones.com/nl/en/stores","390498758766","<MISSING>","12897","Via Altinate16 /8","35121"
"Harderwijk","NL","<MISSING>","52.3498","Harderwijk","JACK & JONES","jackjones.com","5.6179","https://www.jackjones.com/nl/en/stores","31341428759","<MISSING>","10215","Donkerstraat57 -59","3841 CB"
"Libourne","FR","<MISSING>","44.9155","3330-GL LIBOURNE","JACK & JONES","jackjones.com","-0.243983","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11280","74, rue J.J. Rousseau","33500"
"Odense SØ","DK","<MISSING>","55.384","Rosengårdcentret","JACK & JONES","jackjones.com","10.4256","https://www.jackjones.com/nl/en/stores","4524845735","<MISSING>","10270","Ørbækvej75","5220"
"Idar-Oberstein","DE","<MISSING>","49.7017","Modepark Röther GmbH -IdarOberstein","JACK & JONES","jackjones.com","7.32139","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","14801","Auf der Idar4","55743"
"Linares","ES","<MISSING>","38.1126","ECI LINARES - SUC. 0027","JACK & JONES","jackjones.com","-3.64205","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11512","Plaza Del Ayuntamiento C/v","23700"
"Trabzon","TR","<MISSING>","40.9997","Trabzon Forum","JACK & JONES","jackjones.com","39.7601","https://www.jackjones.com/nl/en/stores","4623300334","<MISSING>","3366","Devlet Sahil Yonu Cad. 100. Yil Parki yani Degirmendere","61000"
"Rouen","FR","<MISSING>","49.4397","7610-GL ROUEN","JACK & JONES","jackjones.com","1.09193","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11284","rue de la Champmesles","76000"
"Casamassima (ba)","IT","<MISSING>","40.9548","BESTSELLER Showroom - Bari","JACK & JONES","jackjones.com","16.9185","https://www.jackjones.com/nl/en/stores","390804578305","<MISSING>","16495","Ss 100 Km 1800 - Baricentro, Mod.1, Sc-m-b1-c1","70010"
"Reggio Emilia","IT","<MISSING>","44.7142","Reggio Emilia - I Petali","JACK & JONES","jackjones.com","10.6509","https://www.jackjones.com/nl/en/stores","390522272714","<MISSING>","3440","Piazzale Atleti Azzurri d'Italia5","42122"
"Eibar","ES","<MISSING>","43.1839","ECI EIBAR II - SUC. 0692","JACK & JONES","jackjones.com","-2.47486","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11499","Ego Gain,7","20600"
"Berlin","DE","<MISSING>","52.5366","Karstadt - CD1 - Fil.355 - Abt.241","JACK & JONES","jackjones.com","13.2028","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11375","Carl-Schurz-Str.20","13597"
"Berlin","DE","<MISSING>","52.5497","Berlin - Gesundbrunnen Center","JACK & JONES","jackjones.com","13.3901","https://www.jackjones.com/nl/en/stores","493029684087","<MISSING>","2567","Badstrasse4","13357"
"Berlin","DE","<MISSING>","52.5061","Berlin - East Side Mall","JACK & JONES","jackjones.com","13.4466","https://www.jackjones.com/nl/en/stores","493027587444","<MISSING>","4698","Tamara-Danzstraße11","10243"
"Berlin","DE","<MISSING>","52.511","Berlin - Leipziger Platz","JACK & JONES","jackjones.com","13.3833","https://www.jackjones.com/nl/en/stores","493020644281","<MISSING>","3740","Leipziger Platz12","10117"
"Berlin","DE","<MISSING>","52.4871","Karstadt - CD1 - Fil.101 - Abt.241","JACK & JONES","jackjones.com","13.4251","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11371","Hermannplatz","10967"
"Berlin","DE","<MISSING>","52.5011","BESTSELLER showroom - Berlin","JACK & JONES","jackjones.com","13.3746","https://www.jackjones.com/nl/en/stores","490303030640","<MISSING>","15680","Schönebergerstrasse15","10963"
"Berlin","DE","<MISSING>","52.5199","Berlin Alexa","JACK & JONES","jackjones.com","13.4148","https://www.jackjones.com/nl/en/stores","4903027580601","<MISSING>","2587","Grunerstrasse20","10179"
"Berlin","DE","<MISSING>","52.464","Berlin - Titania Palast","JACK & JONES","jackjones.com","13.3271","https://www.jackjones.com/nl/en/stores","493051655799","<MISSING>","2597","Schlossstrasse4 -5","12163"
"Berlin","DE","<MISSING>","52.5036","Karstadt - CD1 - Fil.009 - Abt.241","JACK & JONES","jackjones.com","13.333","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11377","Kurfürstendamm231","10719"
"Berlin","DE","<MISSING>","52.5462","Karstadt - CD1 - Fil.110 - Abt.241","JACK & JONES","jackjones.com","13.3607","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11656","Müllerstr.25","13353"
"Berlin","DE","<MISSING>","52.5338","Berlin - Spandau Arkaden","JACK & JONES","jackjones.com","13.197","https://www.jackjones.com/nl/en/stores","493035105212","<MISSING>","3459","klosterstr.3","13581"
"Berlin","DE","<MISSING>","52.4295","Berlin - Gropius Passagen","JACK & JONES","jackjones.com","13.456","https://www.jackjones.com/nl/en/stores","493066938320","<MISSING>","4820","Johannisthaler Chaussee317","12351"
"Berlin","DE","<MISSING>","52.5441","Berlin - Eastgate","JACK & JONES","jackjones.com","13.5446","https://www.jackjones.com/nl/en/stores","493093669149","<MISSING>","3631","Marzahner Promenade1 a","12679"
"Berlin","DE","<MISSING>","52.5609","Modepark Röther GmbH-H.Schönhausen","JACK & JONES","jackjones.com","13.4994","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11411","Hansastr.236","13051"
"Berlin","DE","<MISSING>","52.5224","Kaufhof - CD1 - Fil. 588 - Abt. 241","JACK & JONES","jackjones.com","13.4115","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15005","Alexanderplatz9","10178"
"Berlin","DE","<MISSING>","52.4822","Berlin Neukölln","JACK & JONES","jackjones.com","13.4326","https://www.jackjones.com/nl/en/stores","493060690061","<MISSING>","2767","Karl-Marx Strasse66","12043"
"Berlin","DE","<MISSING>","52.508","Karstadt - CD1 - Fil.352 - Abt.241","JACK & JONES","jackjones.com","13.3073","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11379","Wilmersdorfer Str.118","10627"
"Berlin","DE","<MISSING>","52.5095","Berlin - Wilmersdorfer Arcaden","JACK & JONES","jackjones.com","13.3051","https://www.jackjones.com/nl/en/stores","493085609150","<MISSING>","4775","Wilmersdorfer Strasse46","10627"
"Berlin","DE","<MISSING>","52.458","Berlin - Das Schloß","JACK & JONES","jackjones.com","13.3211","https://www.jackjones.com/nl/en/stores","493066627701","<MISSING>","4422","Schlossstr.34","12163"
"Berlin","DE","<MISSING>","52.5142","Kaufhof - CD1 - Fil. 586 - Abt. 241","JACK & JONES","jackjones.com","13.4764","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","14973","Frankfurter Allee113 -117","10365"
"Berlin","DE","<MISSING>","52.5104","THEO WORMLAND - BERLIN - FIL. 12","JACK & JONES","jackjones.com","13.3801","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12761","Leipziger Platz12","10117"
"Berlin","DE","<MISSING>","52.5143","Berlin - Ring-Center","JACK & JONES","jackjones.com","13.4741","https://www.jackjones.com/nl/en/stores","493070239750","<MISSING>","4276","Frankfurter Allee111","10247"
"Norderstedt","DE","<MISSING>","53.6857","Norderstedt","JACK & JONES","jackjones.com","9.98635","https://www.jackjones.com/nl/en/stores","494053008838","<MISSING>","2545","Berliner Allee38 -44 a","22850"
"Norderstedt","DE","<MISSING>","53.6837","Karstadt - CD1 - Fil.298 - Abt.241","JACK & JONES","jackjones.com","9.9865","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11680","De-Gasperi-Passage8","22850"
"Vitoria Gasteiz","ES","<MISSING>","42.8624","Vitoria - Boulevard","JACK & JONES","jackjones.com","-2.66894","https://www.jackjones.com/nl/en/stores","34945272552","<MISSING>","3221","Zaramaga Kalea, local 1 -44","01013"
"Vitoria Gasteiz","ES","<MISSING>","42.8444","ECI VITORIA - SUC. 0913","JACK & JONES","jackjones.com","-2.66671","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11953","Plaza Nuestra Señora","01004"
"Vitoria Gasteiz","ES","<MISSING>","42.8448","Vitoria - Alava","JACK & JONES","jackjones.com","-2.67104","https://www.jackjones.com/nl/en/stores","34945154512","<MISSING>","3298","C/ General Alava 24","01005"
"Diyarbakir","TR","<MISSING>","37.9122","Diyarbakir - Ceylan Karavil Park","JACK & JONES","jackjones.com","40.0949","https://www.jackjones.com/nl/en/stores","4125030369","<MISSING>","4743","Peyas Mah. Urfa Yolu No:130 Kayapinar","21070"
"Bürstadt","DE","<MISSING>","49.6511","AWG ALLGEMEINE WARENVERTRIEBS- GMBH","JACK & JONES","jackjones.com","8.4544","https://www.jackjones.com/nl/en/stores","490702497140","<MISSING>","11637","AM BIBLISER PFAD131","68642"
"Memmingen","DE","<MISSING>","47.985","Karstadt - CD1 - Fil.136 - Abt.241","JACK & JONES","jackjones.com","10.1761","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11395","Königsgraben3","87700"
"Memmingen","DE","<MISSING>","47.9837","Memmingen - Kramerstrasse","JACK & JONES","jackjones.com","10.1821","https://www.jackjones.com/nl/en/stores","4983319293280","<MISSING>","4515","Kramerstr.43","87700"
"Stade","DE","<MISSING>","53.5992","Stade","JACK & JONES","jackjones.com","9.47551","https://www.jackjones.com/nl/en/stores","494141778304","<MISSING>","2663","Holzstrasse7","21682"
"Carina","AU","<MISSING>","-27.503","Myer - Carindale","JACK & JONES","jackjones.com","153.102","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11195","Carindale's Centre, Creek Road","4152"
"Dinslaken","DE","<MISSING>","51.5618","Dinslaken - Neutor Galerie","JACK & JONES","jackjones.com","6.74009","https://www.jackjones.com/nl/en/stores","4920647323614","<MISSING>","3635","Saarstraße15","46539"
"Salzburg","AT","<MISSING>","47.8088","Modepark Röther GmbH & Co KG","JACK & JONES","jackjones.com","13.0652","https://www.jackjones.com/nl/en/stores","4307919460090","<MISSING>","11231","Fürbergstraße18","5020"
"Salzburg","AT","<MISSING>","47.8153","Salzburg - Europark","JACK & JONES","jackjones.com","13.0072","https://www.jackjones.com/nl/en/stores","43662422969","<MISSING>","4147","Europastrasse1","5020"
"Hoogeveen","NL","<MISSING>","52.7227","Hoogeveen","JACK & JONES","jackjones.com","6.47748","https://www.jackjones.com/nl/en/stores","31528240348","<MISSING>","4931","Hoofdstraat192","7901 JX"
"Liege","BE","<MISSING>","50.6323","Liege - Médiacité","JACK & JONES","jackjones.com","5.58023","https://www.jackjones.com/nl/en/stores","3243400916","<MISSING>","3200","Boulevard Poincaré7","4020"
"Pozuelo De Alarcon","ES","<MISSING>","40.4645","ECI POZUELO - SUC. 0696","JACK & JONES","jackjones.com","-3.79054","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11523","Padre Huidobro S/n.","28224"
"Zürich","CH","<MISSING>","47.3763","Zürich Limmatquai","JACK & JONES","jackjones.com","8.54411","https://www.jackjones.com/nl/en/stores","41442532002","<MISSING>","3207","Limmatquai, Niederdorfstrasse110","8001"
"Rotterdam","NL","<MISSING>","51.8865","Rotterdam - Zuidplein Hoog","JACK & JONES","jackjones.com","4.49073","https://www.jackjones.com/nl/en/stores","31103167145","<MISSING>","5061","Zuidplein Hoog920","3083 BS"
"Rotterdam","NL","<MISSING>","51.9187","Rotterdam - Lijnbaan","JACK & JONES","jackjones.com","4.47844","https://www.jackjones.com/nl/en/stores","31103130783","<MISSING>","3776","Lijnbaan142","3012 ER"
"Couillet","BE","<MISSING>","50.3839","Wamo Couillet","JACK & JONES","jackjones.com","4.46573","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11262","Route de Philippeville329","6010"
"København V","DK","<MISSING>","55.6619","Fisketorvet - pop-up","JACK & JONES","jackjones.com","12.5614","https://www.jackjones.com/nl/en/stores","4530853080","<MISSING>","5324","Kalvebod Brygge59","1560"
"Maastricht","NL","<MISSING>","50.8506","Maastricht 2","JACK & JONES","jackjones.com","5.68978","https://www.jackjones.com/nl/en/stores","31433215252","<MISSING>","4492","Spilstraat6","6211 CP"
"Maastricht","NL","<MISSING>","50.8504","Maastricht - Muntstraat","JACK & JONES","jackjones.com","5.6922","https://www.jackjones.com/nl/en/stores","31433030112","<MISSING>","4805","Muntstraat22","6211 EK"
"BARCELONA","ES","<MISSING>","41.393","ECI, Francesc Masia suc 0907","JACK & JONES","jackjones.com","2.14633","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12381","AVENIDA DIAGONAL,471","08036"
"BARCELONA","ES","<MISSING>","41.3877","ECI CATALUÑA - SUC. 0002","JACK & JONES","jackjones.com","2.17112","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12382","PLAZA CATALUÑA,14","08002"
"Nördlingen","DE","<MISSING>","48.8575","AWG Allgemeine Warenvertriebs- GmbH","JACK & JONES","jackjones.com","10.4804","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11103","Reiffeisenstr.4","86720"
"Kópavogur","IS","<MISSING>","64.1019","Kópavogur - Smáralind","JACK & JONES","jackjones.com","-21.8832","https://www.jackjones.com/nl/en/stores","5754010","<MISSING>","10138","Hagasmára 1","201"
"Miranda","AU","<MISSING>","-34.0345","Myer - Miranda","JACK & JONES","jackjones.com","151.105","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11218","The Kingsway","2228"
"Falkenberg","SE","<MISSING>","56.9054","Falkenberg - Stortorget","JACK & JONES","jackjones.com","12.4912","https://www.jackjones.com/nl/en/stores","4634648303","<MISSING>","10281","Stortorget1","311 30"
"Bilzen","BE","<MISSING>","50.8731","Wamo Bilzen - SIS J&J Core/Org/Vin","JACK & JONES","jackjones.com","5.51232","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11260","I Sint Lambertuslaan11","3740"
"Tampere","FI","<MISSING>","61.4957","Tampere - Koskikeskus","JACK & JONES","jackjones.com","23.7673","https://www.jackjones.com/nl/en/stores","358401594672","<MISSING>","3611","Hatanpään Valtatie1","33100"
"Tampere","FI","<MISSING>","<MISSING>","Stockmann Tampere","JACK & JONES","jackjones.com","<MISSING>","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12153","Hämeenkatu4","33100"
"Gera","DE","<MISSING>","50.8758","Gera - Arcaden","JACK & JONES","jackjones.com","12.0769","https://www.jackjones.com/nl/en/stores","4936577368440","<MISSING>","4714","Heinrichstraße30","07545"
"Québec","CA","<MISSING>","46.8302","Quebec - Galeries de la Capitale","JACK & JONES","jackjones.com","-71.2989","https://www.jackjones.com/nl/en/stores","4186271638","<MISSING>","3210","5701 Boulevard des Galeries","G2K 1N4"
"Aschaffenburg","DE","<MISSING>","49.9778","Kaufhof - CD1 - Fil. 507 - Abt. 241","JACK & JONES","jackjones.com","9.15196","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15025","Fabrikstr.1 c","63739"
"Aschaffenburg","DE","<MISSING>","49.9781","Aschaffenburg - City Galerie","JACK & JONES","jackjones.com","9.1507","https://www.jackjones.com/nl/en/stores","4960213714570","<MISSING>","10822","Goldbacher Strasse2","63739"
"Gijon","ES","<MISSING>","43.5251","ECI GIJON - SUC. 0647","JACK & JONES","jackjones.com","-5.67885","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11965","Calle Ramon Areces,2","33213"
"Brescia (Bs)","IT","<MISSING>","45.5364","Coin Brescia 526","JACK & JONES","jackjones.com","10.2222","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","12925","Cso Magenta2","25121"
"Vigo","ES","<MISSING>","42.221","Vigo - Gran Via","JACK & JONES","jackjones.com","-8.72401","https://www.jackjones.com/nl/en/stores","34986424444","<MISSING>","3227","Baixada do Castaño,2","36210"
"Vigo","ES","<MISSING>","42.2355","ECI TMJ URZAIZ - SUC. 0035","JACK & JONES","jackjones.com","-8.71909","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11947","Rua Do Miradoiro,2","36210"
"Vigo","ES","<MISSING>","42.232","ECI VIGO 878 - SUC. 0011","JACK & JONES","jackjones.com","-8.7171","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","17453","Gran Via,25","36204"
"Vigo","ES","<MISSING>","42.2323","ECI VIGO - SUC. 0011","JACK & JONES","jackjones.com","-8.71756","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11951","Gran Via,25","36204"
"Vigo","ES","<MISSING>","42.1833","BESTSELLER Showroom - Vigo","JACK & JONES","jackjones.com","-8.74261","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16479","Rua C, 4, Parcela10 .02","36315"
"Wesel","DE","<MISSING>","51.657","Kaufhof - CD1 - Fil. 587 - Abt. 241","JACK & JONES","jackjones.com","6.6175","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15040","Hohe Str.57","46483"
"Granollers","ES","<MISSING>","41.6062","Granollers - Anselm Clave","JACK & JONES","jackjones.com","2.2884","https://www.jackjones.com/nl/en/stores","34938707955","<MISSING>","10598","Anselm Clave70","08401"
"Zaandam","NL","<MISSING>","52.439","Zaandam - Gedempte Gracht","JACK & JONES","jackjones.com","4.81959","https://www.jackjones.com/nl/en/stores","31753030093","<MISSING>","3755","Gedempte Gracht79 -81","1506 CC"
"Leipzig","DE","<MISSING>","51.3433","Leipzig - Höfe am Brühl","JACK & JONES","jackjones.com","12.3732","https://www.jackjones.com/nl/en/stores","4934123109166","<MISSING>","4702","Brühl1","04109"
"Leipzig","DE","<MISSING>","51.3394","Kaufhof - CD1 - Fil. 559 - Abt. 241","JACK & JONES","jackjones.com","12.377","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15009","Neumarkt1","04109"
"Leipzig","DE","<MISSING>","51.3393","Leipzig - Petersstrasse","JACK & JONES","jackjones.com","12.3756","https://www.jackjones.com/nl/en/stores","493412310444","<MISSING>","4622","Petersstrasse15","04109"
"Leipzig","DE","<MISSING>","51.3509","Leipzig - Paunsdorf","JACK & JONES","jackjones.com","12.4764","https://www.jackjones.com/nl/en/stores","493412532342","<MISSING>","4623","Paunsdorfer Allee1","04329"
"Leipzig","DE","<MISSING>","51.3206","Leipzig - Allee-Center","JACK & JONES","jackjones.com","12.2896","https://www.jackjones.com/nl/en/stores","4934123186875","<MISSING>","4640","Ludwigsburger Str.9","04209"
"Plauen","DE","<MISSING>","50.496","Plauen","JACK & JONES","jackjones.com","12.1365","https://www.jackjones.com/nl/en/stores","493741276475","<MISSING>","3213","Postplatz1","08523"
"Plauen","DE","<MISSING>","50.5315","MODEPARK RÖTHER GMBH - Plauen","JACK & JONES","jackjones.com","12.1035","https://www.jackjones.com/nl/en/stores","49037415506080","<MISSING>","11353","Alte Jossnitzerstr.30","08525"
"Breda","NL","<MISSING>","51.5868","Breda - Eindstraat","JACK & JONES","jackjones.com","4.77594","https://www.jackjones.com/nl/en/stores","31763031406","<MISSING>","4629","Eindstraat10","4811 KL"
"Holzgerlingen","DE","<MISSING>","48.6363","AWG ALLGEMEINE WARENVERTRIEBS- GMBH","JACK & JONES","jackjones.com","9.00651","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11626","Altdorfer Str.26","71088"
"Mullingar","IE","<MISSING>","53.5281","Rapture","JACK & JONES","jackjones.com","-7.34","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","15568","Unit10 Harbour Place Shopping Centre","WESTMUL"
"Algeciras","ES","<MISSING>","36.139","ECI ALGECIRAS - SUC. 0698","JACK & JONES","jackjones.com","-5.4482","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11804","Paseo Juan Perez Arriete, S/n","11204"
"Algeciras","ES","<MISSING>","36.139","ECI ALGECIRAS 878 - SUC. 0698","JACK & JONES","jackjones.com","-5.4482","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","17456","Paseo Juan Perez Arriete, S/n","11204"
"Hildesheim","DE","<MISSING>","52.1544","Hildesheim - Arneken-Galerie","JACK & JONES","jackjones.com","9.94977","https://www.jackjones.com/nl/en/stores","4951219970121","<MISSING>","4699","Arnekenstraße18","31134"
"Hildesheim","DE","<MISSING>","52.1584","Modepark Röther GmbH - Hildesheim","JACK & JONES","jackjones.com","9.95142","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11732","Bernwardstr.11","31134"
"Hildesheim","DE","<MISSING>","52.1541","Kaufhof - CD1 - Fil. 721 - Abt. 241","JACK & JONES","jackjones.com","9.95171","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","14980","Almsstraße41","31134"
"Järvenpää","FI","<MISSING>","60.4696","Järvenpää","JACK & JONES","jackjones.com","25.0842","https://www.jackjones.com/nl/en/stores","3580406267744","<MISSING>","3120","Rantakatu5","04400"
"Toronto","CA","<MISSING>","43.7261","Toronto - Yorkdale Shopping Centre","JACK & JONES","jackjones.com","-79.4538","https://www.jackjones.com/nl/en/stores","4167828983","<MISSING>","3571","3401 Dufferin St","M6A 2T9"
"Toronto","CA","<MISSING>","43.8214","BESTSELLER Showroom - Toronto","JACK & JONES","jackjones.com","-79.1873","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","16569","xx","M1B 5K7"
"Toronto","CA","<MISSING>","43.6528","Toronto - Eaton Center","JACK & JONES","jackjones.com","-79.3805","https://www.jackjones.com/nl/en/stores","4165938474","<MISSING>","3359","220 Yonge Street","M5B 2H1"
"Toronto","CA","<MISSING>","43.7776","Toronto - Fairview Mall","JACK & JONES","jackjones.com","-79.3446","https://www.jackjones.com/nl/en/stores","4167564747","<MISSING>","3297","330 Sppard East Avenue Suite","M2J 5A7"
"Talange","FR","<MISSING>","49.2324","Talange - Marques Avenue Outlet","JACK & JONES","jackjones.com","6.18677","https://www.jackjones.com/nl/en/stores","33376090276","<MISSING>","5374","Chemin d'Hauconcourt","57525"
"Halle/Saale","DE","<MISSING>","51.4836","KAUFHOF - 215 - HALLE","JACK & JONES","jackjones.com","11.9701","https://www.jackjones.com/nl/en/stores","<MISSING>","<MISSING>","11915","Markt20 -24","06108"
"Ahrensfelde","DE","<MISSING>","52.5494","Ahrensfelde - Kaufpark Eiche","JACK & JONES","jackjones.com","13.5998","https://www.jackjones.com/nl/en/stores","493051730550","<MISSING>","4530","Landsberger Chaussee17","16356"
"Innsbruck","AT","<MISSING>","47.263","Innsbruck - DEZ","JACK & JONES","jackjones.com","11.4306","https://www.jackjones.com/nl/en/stores","43512361132","<MISSING>","2561","Amraser-See-Strasse56 a","6020"
"Innsbruck","AT","<MISSING>","47.2655","Innsbruck - Kaufhaus Tyrol","JACK & JONES","jackjones.com","11.3953","https://www.jackjones.com/nl/en/stores","43512566749","<MISSING>","3219","Maria Theresien Strasse29 -35","6020"
"Krokstadelva","NO","<MISSING>","59.7578","Buskerud","JACK & JONES","jackjones.com","9.99742","https://www.jackjones.com/nl/en/stores","4732230417","<MISSING>","3099","Sandsgata20","3055"
"Altdorf","CH","<MISSING>","46.8809","Cash Sport & Fashion","JACK & JONES","jackjones.com","8.64381","https://www.jackjones.com/nl/en/stores","410418710015","<MISSING>","16007","Schmiedgasse9","6460"
"Spreitenbach","CH","<MISSING>","47.4208","Spreitenbach - Shoppi Tivoli","JACK & JONES","jackjones.com","8.36996","https://www.jackjones.com/nl/en/stores","41564013920","<MISSING>","2842","Hoch Haus9","8957"
"Narón","ES","<MISSING>","43.49","Ferrol - Dolce Vita Odeon","JACK & JONES","jackjones.com","-8.20243","https://www.jackjones.com/nl/en/stores","34981389307","<MISSING>","3353","Pol. de la Gándara s/n sn","15570"
